cod_manifestacao,Nome da Ponte,UF,Município,A) A ponte está mal iluminada?,B) A sinalização na ponte é inadequada?,C) Há acúmulo de lixo ou entulho na ponte?,D) Há sinais visíveis de ferrugem ou rachaduras?,E) A ponte apresenta trepidação excessiva ao passar veículos?,F) A estrutura da ponte aparenta má conservação?,G) Há dificuldades de acesso para pedestres ou ciclistas?,H) Há buracos ou desníveis na ponte?,I) A ponte apresenta tráfego frequentemente congestionado?,J) A ponte possui guarda-corpos danificados ou ausentes?,K) Você se sente desconfortável/inseguro ao passar na ponte?,Pontuação
646,Ponte Newton Navarro,RN,Natal,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo,Concordo Totalmente,20
647,Ponte Newton Navarro,RN,Natal,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo,Concordo Totalmente,20
648,Ponte Newton Navarro,RN,Natal,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo,Concordo Totalmente,20
649,Ponte Do Fandango,PA,Belém,Concordo,Neutro,Neutro,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,23
650,Ponte Do Fandango,PA,Belém,Concordo,Neutro,Neutro,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,23
651,Ponte Do Fandango,PA,Belém,Concordo,Neutro,Neutro,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,23
652,Ponte Do Fandango,PA,Belém,Concordo,Neutro,Neutro,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,23
653,Ponte Do Fandango,PA,Belém,Concordo,Neutro,Neutro,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,23
654,Ponte Do Fandango,PA,Belém,Concordo,Neutro,Neutro,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,23
655,Ponte Do Fandango,PA,Belém,Concordo,Neutro,Neutro,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,23
656,Ponte Do Fandango,PA,Belém,Concordo,Neutro,Neutro,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,23
657,Ponte Do Fandango,PA,Belém,Concordo,Neutro,Neutro,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,23
658,Ponte Do Fandango,PA,Belém,Concordo,Neutro,Neutro,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,23
659,Ponte Marechal Mascarenhas de Moraes,RJ,Rio de Janeiro,Concordo,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,21
660,Ponte Marechal Mascarenhas de Moraes,RJ,Rio de Janeiro,Concordo,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,21
661,Ponte Marechal Mascarenhas de Moraes,RJ,Rio de Janeiro,Concordo,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,21
662,Ponte Marechal Mascarenhas de Moraes,RJ,Rio de Janeiro,Concordo,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,21
663,Ponte Marechal Mascarenhas de Moraes,RJ,Rio de Janeiro,Concordo,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,21
664,Ponte Marechal Mascarenhas de Moraes,RJ,Rio de Janeiro,Concordo,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,21
665,Ponte Marechal Mascarenhas de Moraes,RJ,Rio de Janeiro,Concordo,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,21
666,Ponte Marechal Mascarenhas de Moraes,RJ,Rio de Janeiro,Concordo,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,21
667,Ponte Marechal Mascarenhas de Moraes,RJ,Rio de Janeiro,Concordo,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,21
668,Ponte Marechal Mascarenhas de Moraes,RJ,Rio de Janeiro,Concordo,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,21
669,Ponte Marechal Mascarenhas de Moraes,RJ,Rio de Janeiro,Concordo,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,21
670,Ponte Marechal Mascarenhas de Moraes,RJ,Rio de Janeiro,Concordo,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,21
671,Ponte Marechal Mascarenhas de Moraes,RJ,Rio de Janeiro,Concordo,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,21
672,Ponte Marechal Mascarenhas de Moraes,RJ,Rio de Janeiro,Concordo,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,21
673,Ponte Marechal Mascarenhas de Moraes,RJ,Rio de Janeiro,Concordo,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,21
674,Ponte Marechal Mascarenhas de Moraes,RJ,Rio de Janeiro,Concordo,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,21
675,Ponte Internacional Da Fraternidade,AP,Macapá,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,38
676,Ponte Internacional Da Fraternidade,AP,Macapá,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,38
677,Ponte Internacional Da Fraternidade,AP,Macapá,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,38
678,Ponte Internacional Da Fraternidade,AP,Macapá,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,38
679,Ponte Internacional Da Fraternidade,AP,Macapá,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,38
680,Ponte Internacional Da Fraternidade,AP,Macapá,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,38
681,Ponte Internacional Da Fraternidade,AP,Macapá,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,38
682,Ponte Internacional Da Fraternidade,AP,Macapá,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,38
683,Ponte Internacional Da Fraternidade,AP,Macapá,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,38
684,Ponte Internacional Da Fraternidade,AP,Macapá,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,38
685,Ponte Internacional Da Fraternidade,AP,Macapá,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,38
686,Ponte Internacional Da Fraternidade,AP,Macapá,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,38
687,Ponte Internacional Da Fraternidade,AP,Macapá,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,38
688,Ponte Internacional Da Fraternidade,AP,Macapá,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,38
689,Ponte Internacional Da Fraternidade,AP,Macapá,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,38
690,Ponte Internacional Da Fraternidade,AP,Macapá,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,38
691,Ponte Internacional Da Fraternidade,AP,Macapá,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,38
692,Ponte Internacional Da Fraternidade,AP,Macapá,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,38
693,Ponte Internacional Da Fraternidade,AP,Macapá,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,38
694,Ponte Marechal Hermes,SC,Florianópolis,Discordo,Concordo,Neutro,Neutro,Discordo,Concordo,Neutro,Neutro,Neutro,Discordo,Discordo Totalmente,36
695,Ponte Marechal Hermes,SC,Florianópolis,Discordo,Concordo,Neutro,Neutro,Discordo,Concordo,Neutro,Neutro,Neutro,Discordo,Discordo Totalmente,36
696,Ponte Marechal Hermes,SC,Florianópolis,Discordo,Concordo,Neutro,Neutro,Discordo,Concordo,Neutro,Neutro,Neutro,Discordo,Discordo Totalmente,36
697,Ponte Marechal Hermes,SC,Florianópolis,Discordo,Concordo,Neutro,Neutro,Discordo,Concordo,Neutro,Neutro,Neutro,Discordo,Discordo Totalmente,36
698,Ponte Marechal Hermes,SC,Florianópolis,Discordo,Concordo,Neutro,Neutro,Discordo,Concordo,Neutro,Neutro,Neutro,Discordo,Discordo Totalmente,36
699,Ponte Marechal Hermes,SC,Florianópolis,Discordo,Concordo,Neutro,Neutro,Discordo,Concordo,Neutro,Neutro,Neutro,Discordo,Discordo Totalmente,36
700,Ponte Marechal Hermes,SC,Florianópolis,Discordo,Concordo,Neutro,Neutro,Discordo,Concordo,Neutro,Neutro,Neutro,Discordo,Discordo Totalmente,36
701,Ponte Marechal Hermes,SC,Florianópolis,Discordo,Concordo,Neutro,Neutro,Discordo,Concordo,Neutro,Neutro,Neutro,Discordo,Discordo Totalmente,36
702,Ponte Marechal Hermes,SC,Florianópolis,Discordo,Concordo,Neutro,Neutro,Discordo,Concordo,Neutro,Neutro,Neutro,Discordo,Discordo Totalmente,36
703,Ponte Marechal Hermes,SC,Florianópolis,Discordo,Concordo,Neutro,Neutro,Discordo,Concordo,Neutro,Neutro,Neutro,Discordo,Discordo Totalmente,36
704,Ponte Marechal Hermes,SC,Florianópolis,Discordo,Concordo,Neutro,Neutro,Discordo,Concordo,Neutro,Neutro,Neutro,Discordo,Discordo Totalmente,36
705,Ponte Tancredo Neves,AC,Rio Branco,Neutro,Neutro,Discordo,Concordo,Neutro,Concordo,Neutro,Discordo,Neutro,Neutro,Neutro,33
706,Ponte Tancredo Neves,AC,Rio Branco,Neutro,Neutro,Discordo,Concordo,Neutro,Concordo,Neutro,Discordo,Neutro,Neutro,Neutro,33
707,Ponte Tancredo Neves,AC,Rio Branco,Neutro,Neutro,Discordo,Concordo,Neutro,Concordo,Neutro,Discordo,Neutro,Neutro,Neutro,33
708,Ponte Tancredo Neves,AC,Rio Branco,Neutro,Neutro,Discordo,Concordo,Neutro,Concordo,Neutro,Discordo,Neutro,Neutro,Neutro,33
709,Ponte Tancredo Neves,AC,Rio Branco,Neutro,Neutro,Discordo,Concordo,Neutro,Concordo,Neutro,Discordo,Neutro,Neutro,Neutro,33
710,Ponte Tancredo Neves,AC,Rio Branco,Neutro,Neutro,Discordo,Concordo,Neutro,Concordo,Neutro,Discordo,Neutro,Neutro,Neutro,33
711,Ponte Tancredo Neves,AC,Rio Branco,Neutro,Neutro,Discordo,Concordo,Neutro,Concordo,Neutro,Discordo,Neutro,Neutro,Neutro,33
712,Ponte Tancredo Neves,AC,Rio Branco,Neutro,Neutro,Discordo,Concordo,Neutro,Concordo,Neutro,Discordo,Neutro,Neutro,Neutro,33
713,Ponte Tancredo Neves,AC,Rio Branco,Neutro,Neutro,Discordo,Concordo,Neutro,Concordo,Neutro,Discordo,Neutro,Neutro,Neutro,33
714,Ponte Tancredo Neves,AC,Rio Branco,Neutro,Neutro,Discordo,Concordo,Neutro,Concordo,Neutro,Discordo,Neutro,Neutro,Neutro,33
715,Ponte Tancredo Neves,AC,Rio Branco,Neutro,Neutro,Discordo,Concordo,Neutro,Concordo,Neutro,Discordo,Neutro,Neutro,Neutro,33
716,Ponte Tancredo Neves,AC,Rio Branco,Neutro,Neutro,Discordo,Concordo,Neutro,Concordo,Neutro,Discordo,Neutro,Neutro,Neutro,33
717,Ponte Tancredo Neves,AC,Rio Branco,Neutro,Neutro,Discordo,Concordo,Neutro,Concordo,Neutro,Discordo,Neutro,Neutro,Neutro,33
718,Ponte Tancredo Neves,AC,Rio Branco,Neutro,Neutro,Discordo,Concordo,Neutro,Concordo,Neutro,Discordo,Neutro,Neutro,Neutro,33
719,Ponte Tancredo Neves,AC,Rio Branco,Neutro,Neutro,Discordo,Concordo,Neutro,Concordo,Neutro,Discordo,Neutro,Neutro,Neutro,33
720,Ponte Estaiada,PB,João Pessoa,Neutro,Concordo,Discordo,Neutro,Discordo Totalmente,Discordo,Neutro,Concordo,Discordo Totalmente,Neutro,Discordo,38
721,Ponte Estaiada,PB,João Pessoa,Neutro,Concordo,Discordo,Neutro,Discordo Totalmente,Discordo,Neutro,Concordo,Discordo Totalmente,Neutro,Discordo,38
722,Ponte Estaiada,PB,João Pessoa,Neutro,Concordo,Discordo,Neutro,Discordo Totalmente,Discordo,Neutro,Concordo,Discordo Totalmente,Neutro,Discordo,38
723,Ponte Estaiada,PB,João Pessoa,Neutro,Concordo,Discordo,Neutro,Discordo Totalmente,Discordo,Neutro,Concordo,Discordo Totalmente,Neutro,Discordo,38
724,Ponte Estaiada,PB,João Pessoa,Neutro,Concordo,Discordo,Neutro,Discordo Totalmente,Discordo,Neutro,Concordo,Discordo Totalmente,Neutro,Discordo,38
725,Ponte Estaiada,PB,João Pessoa,Neutro,Concordo,Discordo,Neutro,Discordo Totalmente,Discordo,Neutro,Concordo,Discordo Totalmente,Neutro,Discordo,38
726,Ponte Estaiada,PB,João Pessoa,Neutro,Concordo,Discordo,Neutro,Discordo Totalmente,Discordo,Neutro,Concordo,Discordo Totalmente,Neutro,Discordo,38
727,Ponte Estaiada,PB,João Pessoa,Neutro,Concordo,Discordo,Neutro,Discordo Totalmente,Discordo,Neutro,Concordo,Discordo Totalmente,Neutro,Discordo,38
728,Ponte Estaiada,PB,João Pessoa,Neutro,Concordo,Discordo,Neutro,Discordo Totalmente,Discordo,Neutro,Concordo,Discordo Totalmente,Neutro,Discordo,38
729,Ponte Estaiada,PB,João Pessoa,Neutro,Concordo,Discordo,Neutro,Discordo Totalmente,Discordo,Neutro,Concordo,Discordo Totalmente,Neutro,Discordo,38
730,Ponte Estaiada,PB,João Pessoa,Neutro,Concordo,Discordo,Neutro,Discordo Totalmente,Discordo,Neutro,Concordo,Discordo Totalmente,Neutro,Discordo,38
731,Ponte Estaiada,PB,João Pessoa,Neutro,Concordo,Discordo,Neutro,Discordo Totalmente,Discordo,Neutro,Concordo,Discordo Totalmente,Neutro,Discordo,38
732,Ponte Estaiada,PB,João Pessoa,Neutro,Concordo,Discordo,Neutro,Discordo Totalmente,Discordo,Neutro,Concordo,Discordo Totalmente,Neutro,Discordo,38
733,Ponte Estaiada,PB,João Pessoa,Neutro,Concordo,Discordo,Neutro,Discordo Totalmente,Discordo,Neutro,Concordo,Discordo Totalmente,Neutro,Discordo,38
734,Ponte Antônio Carlos Jobim,PR,Curitiba,Neutro,Concordo Totalmente,Concordo,Neutro,Neutro,Discordo,Discordo,Neutro,Neutro,Concordo,Discordo,32
735,Ponte Antônio Carlos Jobim,PR,Curitiba,Neutro,Concordo Totalmente,Concordo,Neutro,Neutro,Discordo,Discordo,Neutro,Neutro,Concordo,Discordo,32
736,Ponte Antônio Carlos Jobim,PR,Curitiba,Neutro,Concordo Totalmente,Concordo,Neutro,Neutro,Discordo,Discordo,Neutro,Neutro,Concordo,Discordo,32
737,Ponte Antônio Carlos Jobim,PR,Curitiba,Neutro,Concordo Totalmente,Concordo,Neutro,Neutro,Discordo,Discordo,Neutro,Neutro,Concordo,Discordo,32
738,Ponte Antônio Carlos Jobim,PR,Curitiba,Neutro,Concordo Totalmente,Concordo,Neutro,Neutro,Discordo,Discordo,Neutro,Neutro,Concordo,Discordo,32
739,Ponte Antônio Carlos Jobim,PR,Curitiba,Neutro,Concordo Totalmente,Concordo,Neutro,Neutro,Discordo,Discordo,Neutro,Neutro,Concordo,Discordo,32
740,Ponte Antônio Carlos Jobim,PR,Curitiba,Neutro,Concordo Totalmente,Concordo,Neutro,Neutro,Discordo,Discordo,Neutro,Neutro,Concordo,Discordo,32
741,Ponte Antônio Carlos Jobim,PR,Curitiba,Neutro,Concordo Totalmente,Concordo,Neutro,Neutro,Discordo,Discordo,Neutro,Neutro,Concordo,Discordo,32
742,Ponte Antônio Carlos Jobim,PR,Curitiba,Neutro,Concordo Totalmente,Concordo,Neutro,Neutro,Discordo,Discordo,Neutro,Neutro,Concordo,Discordo,32
743,Ponte Antônio Carlos Jobim,PR,Curitiba,Neutro,Concordo Totalmente,Concordo,Neutro,Neutro,Discordo,Discordo,Neutro,Neutro,Concordo,Discordo,32
744,Ponte Antônio Carlos Jobim,PR,Curitiba,Neutro,Concordo Totalmente,Concordo,Neutro,Neutro,Discordo,Discordo,Neutro,Neutro,Concordo,Discordo,32
745,Ponte Antônio Carlos Jobim,PR,Curitiba,Neutro,Concordo Totalmente,Concordo,Neutro,Neutro,Discordo,Discordo,Neutro,Neutro,Concordo,Discordo,32
746,Ponte Antônio Carlos Jobim,PR,Curitiba,Neutro,Concordo Totalmente,Concordo,Neutro,Neutro,Discordo,Discordo,Neutro,Neutro,Concordo,Discordo,32
747,Ponte Antônio Carlos Jobim,PR,Curitiba,Neutro,Concordo Totalmente,Concordo,Neutro,Neutro,Discordo,Discordo,Neutro,Neutro,Concordo,Discordo,32
748,Ponte Antônio Carlos Jobim,PR,Curitiba,Neutro,Concordo Totalmente,Concordo,Neutro,Neutro,Discordo,Discordo,Neutro,Neutro,Concordo,Discordo,32
749,Ponte Antônio Carlos Jobim,PR,Curitiba,Neutro,Concordo Totalmente,Concordo,Neutro,Neutro,Discordo,Discordo,Neutro,Neutro,Concordo,Discordo,32
750,Ponte Antônio Carlos Jobim,PR,Curitiba,Neutro,Concordo Totalmente,Concordo,Neutro,Neutro,Discordo,Discordo,Neutro,Neutro,Concordo,Discordo,32
751,Ponte Antônio Carlos Jobim,PR,Curitiba,Neutro,Concordo Totalmente,Concordo,Neutro,Neutro,Discordo,Discordo,Neutro,Neutro,Concordo,Discordo,32
752,Ponte Newton Navarro,AL,Maceió,Neutro,Neutro,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,Neutro,Discordo Totalmente,Neutro,32
753,Ponte Newton Navarro,AL,Maceió,Neutro,Neutro,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,Neutro,Discordo Totalmente,Neutro,32
754,Ponte Newton Navarro,AL,Maceió,Neutro,Neutro,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,Neutro,Discordo Totalmente,Neutro,32
755,Ponte Newton Navarro,AL,Maceió,Neutro,Neutro,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,Neutro,Discordo Totalmente,Neutro,32
756,Ponte Newton Navarro,AL,Maceió,Neutro,Neutro,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,Neutro,Discordo Totalmente,Neutro,32
757,Ponte Newton Navarro,AL,Maceió,Neutro,Neutro,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,Neutro,Discordo Totalmente,Neutro,32
758,Ponte Newton Navarro,AL,Maceió,Neutro,Neutro,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,Neutro,Discordo Totalmente,Neutro,32
759,Ponte Newton Navarro,AL,Maceió,Neutro,Neutro,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,Neutro,Discordo Totalmente,Neutro,32
760,Ponte Newton Navarro,AL,Maceió,Neutro,Neutro,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,Neutro,Discordo Totalmente,Neutro,32
761,Ponte Newton Navarro,AL,Maceió,Neutro,Neutro,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,Neutro,Discordo Totalmente,Neutro,32
762,Ponte Newton Navarro,AL,Maceió,Neutro,Neutro,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,Neutro,Discordo Totalmente,Neutro,32
763,Ponte Newton Navarro,AL,Maceió,Neutro,Neutro,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,Neutro,Discordo Totalmente,Neutro,32
764,Ponte Newton Navarro,AL,Maceió,Neutro,Neutro,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,Neutro,Discordo Totalmente,Neutro,32
765,Ponte Newton Navarro,AL,Maceió,Neutro,Neutro,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,Neutro,Discordo Totalmente,Neutro,32
766,Ponte Newton Navarro,AL,Maceió,Neutro,Neutro,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,Neutro,Discordo Totalmente,Neutro,32
767,Ponte Newton Navarro,AL,Maceió,Neutro,Neutro,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,Neutro,Discordo Totalmente,Neutro,32
768,Ponte Newton Navarro,AL,Maceió,Neutro,Neutro,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,Neutro,Discordo Totalmente,Neutro,32
769,Ponte Newton Navarro,AL,Maceió,Neutro,Neutro,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,Neutro,Discordo Totalmente,Neutro,32
770,Ponte Newton Navarro,AL,Maceió,Neutro,Neutro,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,Neutro,Discordo Totalmente,Neutro,32
771,Ponte JK,BA,Salvador,Concordo Totalmente,Discordo,Discordo,Neutro,Neutro,Concordo,Concordo,Concordo,Concordo Totalmente,Neutro,Concordo,27
772,Ponte JK,BA,Salvador,Concordo Totalmente,Discordo,Discordo,Neutro,Neutro,Concordo,Concordo,Concordo,Concordo Totalmente,Neutro,Concordo,27
773,Ponte JK,BA,Salvador,Concordo Totalmente,Discordo,Discordo,Neutro,Neutro,Concordo,Concordo,Concordo,Concordo Totalmente,Neutro,Concordo,27
774,Ponte JK,BA,Salvador,Concordo Totalmente,Discordo,Discordo,Neutro,Neutro,Concordo,Concordo,Concordo,Concordo Totalmente,Neutro,Concordo,27
775,Ponte JK,BA,Salvador,Concordo Totalmente,Discordo,Discordo,Neutro,Neutro,Concordo,Concordo,Concordo,Concordo Totalmente,Neutro,Concordo,27
776,Ponte JK,BA,Salvador,Concordo Totalmente,Discordo,Discordo,Neutro,Neutro,Concordo,Concordo,Concordo,Concordo Totalmente,Neutro,Concordo,27
777,Ponte JK,BA,Salvador,Concordo Totalmente,Discordo,Discordo,Neutro,Neutro,Concordo,Concordo,Concordo,Concordo Totalmente,Neutro,Concordo,27
778,Ponte JK,BA,Salvador,Concordo Totalmente,Discordo,Discordo,Neutro,Neutro,Concordo,Concordo,Concordo,Concordo Totalmente,Neutro,Concordo,27
779,Ponte JK,BA,Salvador,Concordo Totalmente,Discordo,Discordo,Neutro,Neutro,Concordo,Concordo,Concordo,Concordo Totalmente,Neutro,Concordo,27
780,Ponte JK,BA,Salvador,Concordo Totalmente,Discordo,Discordo,Neutro,Neutro,Concordo,Concordo,Concordo,Concordo Totalmente,Neutro,Concordo,27
781,Ponte JK,BA,Salvador,Concordo Totalmente,Discordo,Discordo,Neutro,Neutro,Concordo,Concordo,Concordo,Concordo Totalmente,Neutro,Concordo,27
782,Ponte JK,BA,Salvador,Concordo Totalmente,Discordo,Discordo,Neutro,Neutro,Concordo,Concordo,Concordo,Concordo Totalmente,Neutro,Concordo,27
783,Ponte JK,BA,Salvador,Concordo Totalmente,Discordo,Discordo,Neutro,Neutro,Concordo,Concordo,Concordo,Concordo Totalmente,Neutro,Concordo,27
784,Ponte JK,BA,Salvador,Concordo Totalmente,Discordo,Discordo,Neutro,Neutro,Concordo,Concordo,Concordo,Concordo Totalmente,Neutro,Concordo,27
785,Ponte JK,BA,Salvador,Concordo Totalmente,Discordo,Discordo,Neutro,Neutro,Concordo,Concordo,Concordo,Concordo Totalmente,Neutro,Concordo,27
786,Ponte JK,BA,Salvador,Concordo Totalmente,Discordo,Discordo,Neutro,Neutro,Concordo,Concordo,Concordo,Concordo Totalmente,Neutro,Concordo,27
787,Ponte JK,BA,Salvador,Concordo Totalmente,Discordo,Discordo,Neutro,Neutro,Concordo,Concordo,Concordo,Concordo Totalmente,Neutro,Concordo,27
788,Ponte JK,BA,Salvador,Concordo Totalmente,Discordo,Discordo,Neutro,Neutro,Concordo,Concordo,Concordo,Concordo Totalmente,Neutro,Concordo,27
789,Ponte Marechal Rondon,AP,Macapá,Concordo,Discordo,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Discordo,Neutro,Neutro,28
790,Ponte Marechal Rondon,AP,Macapá,Concordo,Discordo,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Discordo,Neutro,Neutro,28
791,Ponte Marechal Rondon,AP,Macapá,Concordo,Discordo,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Discordo,Neutro,Neutro,28
792,Ponte Marechal Rondon,AP,Macapá,Concordo,Discordo,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Discordo,Neutro,Neutro,28
793,Ponte Marechal Rondon,AP,Macapá,Concordo,Discordo,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Discordo,Neutro,Neutro,28
794,Ponte Marechal Rondon,AP,Macapá,Concordo,Discordo,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Discordo,Neutro,Neutro,28
