cod_manifestacao,Nome da Ponte,UF,Município,A) A ponte está mal iluminada?,B) A sinalização na ponte é inadequada?,C) Há acúmulo de lixo ou entulho na ponte?,D) Há sinais visíveis de ferrugem ou rachaduras?,E) A ponte apresenta trepidação excessiva ao passar veículos?,F) A estrutura da ponte aparenta má conservação?,G) Há dificuldades de acesso para pedestres ou ciclistas?,H) Há buracos ou desníveis na ponte?,I) A ponte apresenta tráfego frequentemente congestionado?,J) A ponte possui guarda-corpos danificados ou ausentes?,K) Você se sente desconfortável/inseguro ao passar na ponte?,Pontuação
604,Ponte Da Integração,PR,Foz do Iguaçu,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo,Concordo,Concordo,Concordo,Concordo,Neutro,Concordo Totalmente,22.0
605,Ponte Da Integração,PR,Foz do Iguaçu,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo,Concordo,Concordo,Concordo,Concordo,Neutro,Concordo Totalmente,22.0
606,Ponte Da Integração,PR,Foz do Iguaçu,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo,Concordo,Concordo,Concordo,Concordo,Neutro,Concordo Totalmente,22.0
607,Ponte Da Integração,PR,Foz do Iguaçu,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo,Concordo,Concordo,Concordo,Concordo,Neutro,Concordo Totalmente,22.0
608,Ponte Da Integração,PR,Foz do Iguaçu,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo,Concordo,Concordo,Concordo,Concordo,Neutro,Concordo Totalmente,22.0
609,Ponte Da Integração,PR,Foz do Iguaçu,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo,Concordo,Concordo,Concordo,Concordo,Neutro,Concordo Totalmente,22.0
610,Ponte Da Integração,PR,Foz do Iguaçu,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo,Concordo,Concordo,Concordo,Concordo,Neutro,Concordo Totalmente,22.0
611,Ponte Da Integração,PR,Foz do Iguaçu,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo,Concordo,Concordo,Concordo,Concordo,Neutro,Concordo Totalmente,22.0
612,Ponte Da Integração,PR,Foz do Iguaçu,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo,Concordo,Concordo,Concordo,Concordo,Neutro,Concordo Totalmente,22.0
613,Ponte Da Integração,PR,Foz do Iguaçu,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo,Concordo,Concordo,Concordo,Concordo,Neutro,Concordo Totalmente,22.0
614,Ponte Da Integração,PR,Foz do Iguaçu,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo,Concordo,Concordo,Concordo,Concordo,Neutro,Concordo Totalmente,22.0
615,Ponte JK,DF,Brasília,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,25.0
616,Ponte JK,DF,Brasília,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,25.0
617,Ponte JK,DF,Brasília,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,25.0
618,Ponte JK,DF,Brasília,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,25.0
619,Ponte JK,DF,Brasília,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,25.0
620,Ponte JK,DF,Brasília,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,25.0
621,Ponte JK,DF,Brasília,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,25.0
622,Ponte JK,DF,Brasília,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,25.0
623,Ponte JK,DF,Brasília,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,25.0
624,Ponte JK,DF,Brasília,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,25.0
625,Ponte JK,DF,Brasília,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,25.0
626,Ponte JK,DF,Brasília,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,25.0
627,Ponte JK,DF,Brasília,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,25.0
628,Ponte JK,DF,Brasília,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,25.0
629,Ponte JK,DF,Brasília,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,25.0
630,Ponte JK,DF,Brasília,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,25.0
631,Ponte JK,DF,Brasília,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,25.0
632,Ponte JK,DF,Brasília,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,25.0
633,Ponte JK,DF,Brasília,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,25.0
634,Ponte JK,DF,Brasília,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,25.0
635,Ponte Newton Navarro,RN,Natal,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo,Concordo Totalmente,20.0
636,Ponte Newton Navarro,RN,Natal,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo,Concordo Totalmente,20.0
637,Ponte Newton Navarro,RN,Natal,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo,Concordo Totalmente,20.0
638,Ponte Newton Navarro,RN,Natal,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo,Concordo Totalmente,20.0
639,Ponte Newton Navarro,RN,Natal,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo,Concordo Totalmente,20.0
640,Ponte Newton Navarro,RN,Natal,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo,Concordo Totalmente,20.0
641,Ponte Newton Navarro,RN,Natal,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo,Concordo Totalmente,20.0
642,Ponte Newton Navarro,RN,Natal,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo,Concordo Totalmente,20.0
643,Ponte Newton Navarro,RN,Natal,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo,Concordo Totalmente,20.0
644,Ponte Newton Navarro,RN,Natal,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo,Concordo Totalmente,20.0
645,Ponte Newton Navarro,RN,Natal,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo,Concordo Totalmente,20.0
646,Ponte Newton Navarro,RN,Natal,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo,Concordo Totalmente,20.0
647,Ponte Newton Navarro,RN,Natal,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo,Concordo Totalmente,20.0
648,Ponte Newton Navarro,RN,Natal,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo,Concordo Totalmente,20.0
649,Ponte Do Fandango,RS,Cachoeira do Sul,Concordo,Neutro,Neutro,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,23.0
650,Ponte Do Fandango,RS,Cachoeira do Sul,Concordo,Neutro,Neutro,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,23.0
651,Ponte Do Fandango,RS,Cachoeira do Sul,Concordo,Neutro,Neutro,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,23.0
652,Ponte Do Fandango,RS,Cachoeira do Sul,Concordo,Neutro,Neutro,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,23.0
653,Ponte Do Fandango,RS,Cachoeira do Sul,Concordo,Neutro,Neutro,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,23.0
654,Ponte Do Fandango,RS,Cachoeira do Sul,Concordo,Neutro,Neutro,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,23.0
655,Ponte Do Fandango,RS,Cachoeira do Sul,Concordo,Neutro,Neutro,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,23.0
656,Ponte Do Fandango,RS,Cachoeira do Sul,Concordo,Neutro,Neutro,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,23.0
657,Ponte Do Fandango,RS,Cachoeira do Sul,Concordo,Neutro,Neutro,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,23.0
658,Ponte Do Fandango,RS,Cachoeira do Sul,Concordo,Neutro,Neutro,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,23.0
659,Ponte Marechal Mascarenhas de Moraes,PE,Recife,Concordo,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,21.0
660,Ponte Marechal Mascarenhas de Moraes,PE,Recife,Concordo,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,21.0
661,Ponte Marechal Mascarenhas de Moraes,PE,Recife,Concordo,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,21.0
662,Ponte Marechal Mascarenhas de Moraes,PE,Recife,Concordo,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,21.0
663,Ponte Marechal Mascarenhas de Moraes,PE,Recife,Concordo,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,21.0
664,Ponte Marechal Mascarenhas de Moraes,PE,Recife,Concordo,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,21.0
665,Ponte Marechal Mascarenhas de Moraes,PE,Recife,Concordo,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,21.0
666,Ponte Marechal Mascarenhas de Moraes,PE,Recife,Concordo,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,21.0
667,Ponte Marechal Mascarenhas de Moraes,PE,Recife,Concordo,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,21.0
668,Ponte Marechal Mascarenhas de Moraes,PE,Recife,Concordo,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,21.0
669,Ponte Marechal Mascarenhas de Moraes,PE,Recife,Concordo,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,21.0
670,Ponte Marechal Mascarenhas de Moraes,PE,Recife,Concordo,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,21.0
671,Ponte Marechal Mascarenhas de Moraes,PE,Recife,Concordo,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,21.0
672,Ponte Marechal Mascarenhas de Moraes,PE,Recife,Concordo,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,21.0
673,Ponte Marechal Mascarenhas de Moraes,PE,Recife,Concordo,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,21.0
674,Ponte Marechal Mascarenhas de Moraes,PE,Recife,Concordo,Concordo Totalmente,Discordo,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,21.0
675,Ponte Internacional Da Fraternidade,PR,Foz do Iguaçu,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,38.0
676,Ponte Internacional Da Fraternidade,PR,Foz do Iguaçu,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,38.0
677,Ponte Internacional Da Fraternidade,PR,Foz do Iguaçu,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,38.0
678,Ponte Internacional Da Fraternidade,PR,Foz do Iguaçu,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,38.0
679,Ponte Internacional Da Fraternidade,PR,Foz do Iguaçu,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,38.0
680,Ponte Internacional Da Fraternidade,PR,Foz do Iguaçu,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,38.0
681,Ponte Internacional Da Fraternidade,PR,Foz do Iguaçu,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,38.0
682,Ponte Internacional Da Fraternidade,PR,Foz do Iguaçu,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,38.0
683,Ponte Internacional Da Fraternidade,PR,Foz do Iguaçu,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,38.0
684,Ponte Internacional Da Fraternidade,PR,Foz do Iguaçu,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,38.0
685,Ponte Internacional Da Fraternidade,PR,Foz do Iguaçu,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,38.0
686,Ponte Internacional Da Fraternidade,PR,Foz do Iguaçu,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,38.0
687,Ponte Internacional Da Fraternidade,PR,Foz do Iguaçu,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,38.0
688,Ponte Internacional Da Fraternidade,PR,Foz do Iguaçu,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,38.0
689,Ponte Internacional Da Fraternidade,PR,Foz do Iguaçu,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,38.0
690,Ponte Internacional Da Fraternidade,PR,Foz do Iguaçu,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,38.0
691,Ponte Internacional Da Fraternidade,PR,Foz do Iguaçu,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,38.0
692,Ponte Internacional Da Fraternidade,PR,Foz do Iguaçu,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,38.0
693,Ponte Internacional Da Fraternidade,PR,Foz do Iguaçu,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,38.0
694,Ponte Marechal Hermes,RJ,Rio de Janeiro,Discordo,Concordo,Neutro,Neutro,Discordo,Concordo,Neutro,Neutro,Neutro,Discordo,Discordo Totalmente,36.0
695,Ponte Marechal Hermes,RJ,Rio de Janeiro,Discordo,Concordo,Neutro,Neutro,Discordo,Concordo,Neutro,Neutro,Neutro,Discordo,Discordo Totalmente,36.0
696,Ponte Marechal Hermes,RJ,Rio de Janeiro,Discordo,Concordo,Neutro,Neutro,Discordo,Concordo,Neutro,Neutro,Neutro,Discordo,Discordo Totalmente,36.0
697,Ponte Marechal Hermes,RJ,Rio de Janeiro,Discordo,Concordo,Neutro,Neutro,Discordo,Concordo,Neutro,Neutro,Neutro,Discordo,Discordo Totalmente,36.0
698,Ponte Marechal Hermes,RJ,Rio de Janeiro,Discordo,Concordo,Neutro,Neutro,Discordo,Concordo,Neutro,Neutro,Neutro,Discordo,Discordo Totalmente,36.0
699,Ponte Marechal Hermes,RJ,Rio de Janeiro,Discordo,Concordo,Neutro,Neutro,Discordo,Concordo,Neutro,Neutro,Neutro,Discordo,Discordo Totalmente,36.0
700,Ponte Marechal Hermes,RJ,Rio de Janeiro,Discordo,Concordo,Neutro,Neutro,Discordo,Concordo,Neutro,Neutro,Neutro,Discordo,Discordo Totalmente,36.0
701,Ponte Marechal Hermes,RJ,Rio de Janeiro,Discordo,Concordo,Neutro,Neutro,Discordo,Concordo,Neutro,Neutro,Neutro,Discordo,Discordo Totalmente,36.0
702,Ponte Marechal Hermes,RJ,Rio de Janeiro,Discordo,Concordo,Neutro,Neutro,Discordo,Concordo,Neutro,Neutro,Neutro,Discordo,Discordo Totalmente,36.0
703,Ponte Marechal Hermes,RJ,Rio de Janeiro,Discordo,Concordo,Neutro,Neutro,Discordo,Concordo,Neutro,Neutro,Neutro,Discordo,Discordo Totalmente,36.0
704,Ponte Marechal Hermes,RJ,Rio de Janeiro,Discordo,Concordo,Neutro,Neutro,Discordo,Concordo,Neutro,Neutro,Neutro,Discordo,Discordo Totalmente,36.0
705,Ponte Internacional Da Fraternidade,PR,Foz do Iguaçu,Neutro,Neutro,Discordo,Concordo,Neutro,Concordo,Neutro,Discordo,Neutro,Neutro,Neutro,33.0
706,Ponte Internacional Da Fraternidade,PR,Foz do Iguaçu,Neutro,Neutro,Discordo,Concordo,Neutro,Concordo,Neutro,Discordo,Neutro,Neutro,Neutro,33.0
707,Ponte Internacional Da Fraternidade,PR,Foz do Iguaçu,Neutro,Neutro,Discordo,Concordo,Neutro,Concordo,Neutro,Discordo,Neutro,Neutro,Neutro,33.0
708,Ponte Internacional Da Fraternidade,PR,Foz do Iguaçu,Neutro,Neutro,Discordo,Concordo,Neutro,Concordo,Neutro,Discordo,Neutro,Neutro,Neutro,33.0
709,Ponte Internacional Da Fraternidade,PR,Foz do Iguaçu,Neutro,Neutro,Discordo,Concordo,Neutro,Concordo,Neutro,Discordo,Neutro,Neutro,Neutro,33.0
710,Ponte Internacional Da Fraternidade,PR,Foz do Iguaçu,Neutro,Neutro,Discordo,Concordo,Neutro,Concordo,Neutro,Discordo,Neutro,Neutro,Neutro,33.0
711,Ponte Internacional Da Fraternidade,PR,Foz do Iguaçu,Neutro,Neutro,Discordo,Concordo,Neutro,Concordo,Neutro,Discordo,Neutro,Neutro,Neutro,33.0
712,Ponte Internacional Da Fraternidade,PR,Foz do Iguaçu,Neutro,Neutro,Discordo,Concordo,Neutro,Concordo,Neutro,Discordo,Neutro,Neutro,Neutro,33.0
713,Ponte Internacional Da Fraternidade,PR,Foz do Iguaçu,Neutro,Neutro,Discordo,Concordo,Neutro,Concordo,Neutro,Discordo,Neutro,Neutro,Neutro,33.0
714,Ponte Internacional Da Fraternidade,PR,Foz do Iguaçu,Neutro,Neutro,Discordo,Concordo,Neutro,Concordo,Neutro,Discordo,Neutro,Neutro,Neutro,33.0
715,Ponte Internacional Da Fraternidade,PR,Foz do Iguaçu,Neutro,Neutro,Discordo,Concordo,Neutro,Concordo,Neutro,Discordo,Neutro,Neutro,Neutro,33.0
716,Ponte Internacional Da Fraternidade,PR,Foz do Iguaçu,Neutro,Neutro,Discordo,Concordo,Neutro,Concordo,Neutro,Discordo,Neutro,Neutro,Neutro,33.0
717,Ponte Internacional Da Fraternidade,PR,Foz do Iguaçu,Neutro,Neutro,Discordo,Concordo,Neutro,Concordo,Neutro,Discordo,Neutro,Neutro,Neutro,33.0
718,Ponte Internacional Da Fraternidade,PR,Foz do Iguaçu,Neutro,Neutro,Discordo,Concordo,Neutro,Concordo,Neutro,Discordo,Neutro,Neutro,Neutro,33.0
719,Ponte Internacional Da Fraternidade,PR,Foz do Iguaçu,Neutro,Neutro,Discordo,Concordo,Neutro,Concordo,Neutro,Discordo,Neutro,Neutro,Neutro,33.0
720,Ponte Estaiada,SP,São Paulo,Neutro,Concordo,Discordo,Neutro,Discordo Totalmente,Discordo,Neutro,Concordo,Discordo Totalmente,Neutro,Discordo,38.0
721,Ponte Estaiada,SP,São Paulo,Neutro,Concordo,Discordo,Neutro,Discordo Totalmente,Discordo,Neutro,Concordo,Discordo Totalmente,Neutro,Discordo,38.0
722,Ponte Estaiada,SP,São Paulo,Neutro,Concordo,Discordo,Neutro,Discordo Totalmente,Discordo,Neutro,Concordo,Discordo Totalmente,Neutro,Discordo,38.0
723,Ponte Estaiada,SP,São Paulo,Neutro,Concordo,Discordo,Neutro,Discordo Totalmente,Discordo,Neutro,Concordo,Discordo Totalmente,Neutro,Discordo,38.0
724,Ponte Estaiada,SP,São Paulo,Neutro,Concordo,Discordo,Neutro,Discordo Totalmente,Discordo,Neutro,Concordo,Discordo Totalmente,Neutro,Discordo,38.0
725,Ponte Estaiada,SP,São Paulo,Neutro,Concordo,Discordo,Neutro,Discordo Totalmente,Discordo,Neutro,Concordo,Discordo Totalmente,Neutro,Discordo,38.0
726,Ponte Estaiada,SP,São Paulo,Neutro,Concordo,Discordo,Neutro,Discordo Totalmente,Discordo,Neutro,Concordo,Discordo Totalmente,Neutro,Discordo,38.0
727,Ponte Estaiada,SP,São Paulo,Neutro,Concordo,Discordo,Neutro,Discordo Totalmente,Discordo,Neutro,Concordo,Discordo Totalmente,Neutro,Discordo,38.0
728,Ponte Estaiada,SP,São Paulo,Neutro,Concordo,Discordo,Neutro,Discordo Totalmente,Discordo,Neutro,Concordo,Discordo Totalmente,Neutro,Discordo,38.0
729,Ponte Estaiada,SP,São Paulo,Neutro,Concordo,Discordo,Neutro,Discordo Totalmente,Discordo,Neutro,Concordo,Discordo Totalmente,Neutro,Discordo,38.0
730,Ponte Estaiada,SP,São Paulo,Neutro,Concordo,Discordo,Neutro,Discordo Totalmente,Discordo,Neutro,Concordo,Discordo Totalmente,Neutro,Discordo,38.0
731,Ponte Estaiada,SP,São Paulo,Neutro,Concordo,Discordo,Neutro,Discordo Totalmente,Discordo,Neutro,Concordo,Discordo Totalmente,Neutro,Discordo,38.0
732,Ponte Estaiada,SP,São Paulo,Neutro,Concordo,Discordo,Neutro,Discordo Totalmente,Discordo,Neutro,Concordo,Discordo Totalmente,Neutro,Discordo,38.0
733,Ponte Estaiada,SP,São Paulo,Neutro,Concordo,Discordo,Neutro,Discordo Totalmente,Discordo,Neutro,Concordo,Discordo Totalmente,Neutro,Discordo,38.0
734,Ponte Antônio Carlos Jobim,RJ,Rio de Janeiro,Neutro,Concordo Totalmente,Concordo,Neutro,Neutro,Discordo,Discordo,Neutro,Neutro,Concordo,Discordo,32.0
735,Ponte Antônio Carlos Jobim,RJ,Rio de Janeiro,Neutro,Concordo Totalmente,Concordo,Neutro,Neutro,Discordo,Discordo,Neutro,Neutro,Concordo,Discordo,32.0
736,Ponte Antônio Carlos Jobim,RJ,Rio de Janeiro,Neutro,Concordo Totalmente,Concordo,Neutro,Neutro,Discordo,Discordo,Neutro,Neutro,Concordo,Discordo,32.0
737,Ponte Antônio Carlos Jobim,RJ,Rio de Janeiro,Neutro,Concordo Totalmente,Concordo,Neutro,Neutro,Discordo,Discordo,Neutro,Neutro,Concordo,Discordo,32.0
738,Ponte Antônio Carlos Jobim,RJ,Rio de Janeiro,Neutro,Concordo Totalmente,Concordo,Neutro,Neutro,Discordo,Discordo,Neutro,Neutro,Concordo,Discordo,32.0
739,Ponte Antônio Carlos Jobim,RJ,Rio de Janeiro,Neutro,Concordo Totalmente,Concordo,Neutro,Neutro,Discordo,Discordo,Neutro,Neutro,Concordo,Discordo,32.0
740,Ponte Antônio Carlos Jobim,RJ,Rio de Janeiro,Neutro,Concordo Totalmente,Concordo,Neutro,Neutro,Discordo,Discordo,Neutro,Neutro,Concordo,Discordo,32.0
741,Ponte Antônio Carlos Jobim,RJ,Rio de Janeiro,Neutro,Concordo Totalmente,Concordo,Neutro,Neutro,Discordo,Discordo,Neutro,Neutro,Concordo,Discordo,32.0
742,Ponte Antônio Carlos Jobim,RJ,Rio de Janeiro,Neutro,Concordo Totalmente,Concordo,Neutro,Neutro,Discordo,Discordo,Neutro,Neutro,Concordo,Discordo,32.0
